"PID", "Sale_Price"
526350040, 118254.23
527105030, 193374.95
527146030, 243804.35
527165230, 178045.22
527182190, 218684.5
527258010, 305577.77
527358200, 178672.11
527368020, 210032.59
527403020, 142072.17
527451410, 101675.66
527453130, 142294.04
527453150, 113882.15
527454200, 137891.26
528112020, 282927.53
528120090, 239889.46
528120100, 234730.51
528120120, 291014.04
528138020, 283987.74
528138060, 205631.33
528176010, 547226.02
528181050, 208114.75
528218150, 175132.86
528228285, 165187.39
528250100, 169503.16
528358010, 242722.87
528382020, 298396.61
528386040, 419011.54
528445060, 242737.26
531367050, 223479.4
531451110, 125091.89
531452050, 121858.52
531477050, 88851.3
532354090, 151061.95
532376160, 139549.29
532377060, 118012.24
532378110, 144799.5
532479070, 186847.35
533205060, 228284.57
533208090, 178112.46
533212020, 160675.74
533221090, 166463.42
533221110, 174258.15
533352170, 175265.07
534102025, 229236.58
534151175, 257189.05
534152100, 192085.38
535152050, 213818.89
535152150, 179405.79
535152250, 140802.16
535154050, 125708.92
535175180, 130241.75
535302200, 122222.68
535304180, 131692.36
535350030, 146473.35
535350040, 135552.25
535401080, 172568.84
535453070, 161191.68
535454070, 116944.72
535457090, 144977.88
902102100, 113452.01
902106130, 100308.65
902106140, 106654.52
902125160, 84035.89
903204040, 143588.76
903225150, 90256.96
903226160, 116161.3
903425110, 134769.86
903426200, 141350.28
905102060, 126639.48
905103060, 165762.14
905104210, 118866.99
905105070, 154066.76
905106170, 126145.86
905107110, 163171.09
905109130, 274909.17
905109170, 233622.41
905201030, 79732.81
905202090, 133031.06
905352140, 228921.85
905452160, 142177.64
905453080, 227462.21
905475510, 102324.02
905478190, 98068.42
906204230, 239730.41
906378100, 234474.77
906385010, 176832.89
906477110, 150302.73
907125090, 146669.88
907180050, 189757.45
907203070, 128480.34
907250030, 301443.55
907262050, 224110.69
907290040, 198847.87
907401090, 247915.6
907410080, 206071.93
908102110, 95923.38
908102130, 115677.16
908226130, 79891.32
909101070, 60179.19
909177100, 126412.61
909250060, 185172.38
909281080, 235362.3
909428280, 313121.85
909452114, 205996.46
910203250, 50348.99
911128180, 90796.5
911204090, 109054.4
911204100, 89776.87
914467040, 247229.98
914475090, 172277.08
914478045, 151183.15
914478110, 180546.95
916386010, 207581.6
916475110, 214453.19
923205015, 171443.1
923225390, 121498.66
923225440, 82741.28
923226250, 90581.23
923228270, 79264.16
923228370, 90988.04
923276030, 142430.78
924152030, 222850.39
526302110, 115010.36
526355080, 381984
527132090, 218819.82
527161040, 169165.11
527162110, 192985.49
527163040, 176983.91
527163130, 178865.66
527164020, 158873.55
527166010, 223946.72
527182110, 185650.42
527214050, 463279.37
527258020, 249251.78
527326150, 211943.27
527352150, 176778.83
527403040, 156403.01
527405180, 122296.48
527450280, 105594.62
527451110, 116947.62
527452060, 128763.46
527453060, 140187.5
527453140, 139516.15
527454130, 139648.12
527455090, 119980.75
527455280, 159284.99
528102040, 354404.22
528102140, 466972.16
528108020, 335901.42
528112040, 310480.4
528142090, 298686.59
528166090, 443829.77
528172060, 243754.73
528176030, 478286.91
528186180, 214191
528228435, 191744.16
528228450, 187397.33
528240060, 192993.07
528240150, 193492.65
528250040, 185590.31
528275070, 233411.92
528275160, 254935.65
528280230, 222188.98
528290190, 160875.69
528292040, 179428.68
528292070, 216180.95
528315090, 317827.03
528321010, 360049.45
528327070, 344855.96
528344040, 314301.07
528365070, 322887.77
528385050, 251074.17
528431020, 240823.83
528435050, 284140.51
528441090, 483527.23
528456180, 243256.23
528456240, 190663.5
528458060, 198857.9
528480170, 264215.64
528488100, 191440.5
531363030, 173998.93
531369010, 202620.34
531452010, 121612.54
531453100, 158491.51
531475220, 149962.68
531477020, 78313.68
532353020, 126876.47
532378120, 123041.21
532378180, 111237.32
533213010, 226426.13
533213020, 193820.36
533213040, 158328.16
533221040, 171831.63
533223030, 171118.94
533236050, 188188.98
